latitude,longitude,building_type,disaster_type,time_since_disaster,sensor_temp,sensor_smoke,motion_detected,survivor_zone
22.835206307539003,119.88398698696246,2,4,62,15.500073211315623,7.5712076026362505,1,1
14.341569087233816,89.00647310515086,4,4,32,25.553473240497592,2.4953844595161465,1,1
13.770582177945393,74.41556966782545,4,3,21,13.510588859909257,8.190022682415986,1,1
17.45133348179654,73.44960647800569,2,4,21,53.96850784444935,9.025720699621377,1,1
46.447928594675815,106.28578527707742,2,4,26,47.663856601599754,3.5918163306247655,0,1
46.16202512038336,62.035575576606675,4,2,29,53.75351379002303,0.349075598420705,0,1
49.8116307899579,77.69604227800853,4,3,16,14.418944396903669,0.8019126045765013,0,1
13.375500639699233,70.17699115430767,4,4,71,72.6246997402549,7.605427883139733,1,1
17.87965823622814,91.9594525305375,4,3,22,52.64132926026357,5.346647784391348,1,1
37.41887269059983,78.24003478272407,2,3,34,33.26948847074785,6.4614980257099095,1,2
15.196218701795594,115.92984287439924,2,3,22,61.62839770047684,3.434568734378509,1,1
20.89493057422628,89.09873595891125,1,1,33,19.759515563555297,4.731976674825149,1,2
21.724200040248427,63.373573185790036,4,3,23,34.1276486529098,7.92205591705347,1,1
42.308626925686326,77.56208174275514,4,4,63,71.56078844603041,3.8613583199473736,1,1
17.059040782358238,63.179528070045336,2,3,7,66.03252570933087,8.174151486478232,1,2
28.92168092495016,87.15529352144814,4,3,49,39.94392114431329,7.86095740883762,1,1
48.93091296646442,81.37908311871794,2,2,63,60.48262413726973,5.7214281910183615,0,1
43.858363509080135,76.64342218975972,2,4,19,19.979669641841646,1.693561753119911,1,2
47.565210748479586,115.270512473194,2,3,37,68.55729000314078,1.5094170941174478,0,1
26.66152232124717,102.94720847575583,3,2,46,43.70504534429125,3.2789735642969866,1,1
42.725069428040165,65.22448313188534,3,1,15,78.5283097283462,0.637533979380569,0,1
11.386459594626665,110.84502182493665,3,2,46,73.8234493504978,3.8096077014694196,1,1
27.406082410980016,101.00034496674695,3,3,49,67.87668740767101,3.5638291540223452,0,1
16.273214113403185,97.61532169316713,1,4,69,71.85747015034073,7.488148851526116,0,1
36.78296193518413,81.40656068562429,3,4,40,37.65189049876198,1.6597701213590998,1,1
12.89121134064728,64.30612089360956,4,2,27,13.137814298391241,2.2708675581001616,0,1
28.381480875956193,101.01386350941742,4,1,47,76.36917418177943,6.850057609508815,1,1
19.03978827416124,91.43943754716449,3,1,29,69.7982185977701,8.983564656326232,1,1
20.652071879264227,96.05102005326444,2,2,24,17.349769750164725,8.062459035578662,0,1
18.33649592348309,115.38622593874564,3,4,7,45.961085486525214,0.12133632801736294,1,1
22.25143780505735,81.590552192691,2,4,26,79.39816850009429,9.156069989708778,0,1
13.141594573933109,71.35292408967163,4,4,45,33.761917525712846,5.535119514933449,0,1
18.156002911454085,78.0443044328025,1,4,26,35.15663130458662,1.8561622466781913,0,1
22.550848467439675,118.30737531889272,2,1,68,34.17756496013777,7.961592690597077,0,1
40.924231517816295,69.23349696809794,4,4,21,55.48168459340314,9.344356819531136,0,1
23.673043588753202,64.59067430597268,1,1,40,18.499350217540183,2.9865949473162736,1,2
41.65034964058955,73.1603085976809,2,4,25,65.23000091572649,2.466044850943913,1,1
49.72003517659462,89.76057872682311,2,3,59,57.43219508443117,3.355423704866727,0,1
17.397367148430977,83.56506240588621,3,4,60,63.82185107561218,8.210078075802436,1,1
12.927416619296025,96.2949494590727,3,1,29,38.89313382238943,9.8306464025039,1,1
37.81028725201062,80.22200790750797,2,3,26,75.98098378246186,9.668610488716277,1,1
18.68219917150641,75.18858314519343,4,1,43,25.231346026369927,5.745691222169759,0,1
23.24402733720111,85.7773772801192,3,3,25,69.01381511571539,3.7698519642346584,0,1
33.77286885013686,95.62434273647061,2,3,61,36.587543038998874,9.629713728905074,1,1
26.64766685210516,74.59093800656501,2,4,71,36.19632244862516,4.181837699897014,1,1
41.55265996850157,78.26152783449761,4,3,5,17.61116024701512,3.7510381441689757,0,1
